,compound,clean_strain,pretty_name,slope,std,stderr
0,"1,2-propanediol",12PD3-8,12PD3-8,0.5740869208187137,0.05032480516026758,0.016774935053422525
121,"1,2-propanediol",metJ_relA,ΔmetJ relA::kan,0.16023046858031353,0.1001509291633506,0.05782216591205161
119,"1,2-propanediol",metJ_purT,ΔmetJ purT::kan,0.2517328420497665,0.13534331809701136,0.07814050113632666
117,"1,2-propanediol",metJ_acrB,ΔmetJ acrB::kan,0.24667101018788376,0.11890024380424291,0.048540821268818694
266,"1,2-propanediol",yfgF,yfgF::kan,0.16582472497480263,0.0948453854023958,0.03872046644891432
115,"1,2-propanediol",metJ-sm,,0.11033228866122384,0.013914904952900237,0.00803377412030501
113,"1,2-propanediol",metJ-lg,,0.09076071969389872,0.05422779891728083,0.03130843430245298
257,"1,2-propanediol",treA,treA::kan,0.20715490036808215,0.09827552936909958,0.05673940333600262
254,"1,2-propanediol",sspA,sspA::kan,0.34556837720187517,0.1376217305233619,0.07945594316400514
46,"1,2-propanediol",MG1655,K-12 MG1655,0.13533265532342004,0.10866175331542093,0.031367946263637494
233,"1,2-propanediol",rph,rph::kan,0.22516266869608892,0.2163000224922785,0.12488087621163911
84,"1,2-propanediol",fabR_yfgF,ΔfabR yfgF::kan,0.14202630865065732,0.01722982693749058,0.009947645220450852
228,"1,2-propanediol",relA_purT,ΔrelA purT::kan,0.10533969334526416,0.04684465559851993,0.02704577451990079
226,"1,2-propanediol",relA,relA::kan,0.1647600471330527,0.07925239487742074,0.032354654723874034
82,"1,2-propanediol",fabR,fabR::kan,0.1742068671667821,0.04311597191362743,0.01760202182542633
68,"1,2-propanediol",acrB,acrB::kan,0.213395071316857,0.1332191959718839,0.05438650901249195
216,"1,2-propanediol",purT,purT::kan,0.1945026908071982,0.12846579895589347,0.05244594280681783
78,"1,2-propanediol",clsA,clsA::kan,0.12698160721062535,0.05449212779418014,0.031461044650685395
123,"1,2-propanediol",metJ_relA_acrB,ΔmetJ ΔrelA acrB::kan,0.15420992510831688,0.07234880541657526,0.04177060228280759
125,"1,2-propanediol",metJ_relA_clsA,ΔmetJ ΔrelA clsA::kan,0.13370915844771628,0.0152483485811073,0.008803638157999548
111,"1,2-propanediol",metJ,metJ::kan,0.31700636174029184,0.09388203848551782,0.03129401282850594
127,"1,2-propanediol",metJ_relA_purT,ΔmetJ ΔrelA purT::kan,0.19694485125609865,0.1733634452721179,0.10009143179549822
1,"1,2-propanediol",12PD4-6,12PD4-6,0.49737566805111594,0.23910010663049364,0.07970003554349787
2,"1,2-propanediol",12PD6-3,12PD6-3,0.28658922509007556,0.17197466966680064,0.05732488988893355
133,"1,2-propanediol",metJ_relA_treR,ΔmetJ ΔrelA treR::kan,0.18447138622878298,0.061471935793187986,0.035490838677804476
131,"1,2-propanediol",metJ_relA_treA,ΔmetJ ΔrelA treA::kan,0.20599780740090937,0.05266559346417181,0.03040649456357099
3,"1,2-propanediol",12PD7-6,12PD7-6,0.7849105271689218,0.07111490080900068,0.02370496693633356
129,"1,2-propanediol",metJ_relA_rnb,ΔmetJ ΔrelA rnb::kan,0.20372201449549346,0.0360753709732979,0.020828125142549156
135,"1,2-propanediol",metJ_relA_yeaR,ΔmetJ ΔrelA yeaR::kan,0.17850939709086863,0.07161819156807962,0.04134878218070496
5,"2,3-butanediol",23BD4-3,23BD4-3,0.3779914631906873,0.016964517950654893,0.0056548393168849645
4,"2,3-butanediol",23BD2-4,23BD2-4,0.4996208731316087,0.052149946744703204,0.017383315581567735
217,"2,3-butanediol",purT,purT::kan,0.013877570566095595,0.03399296675640091,0.013877570566095598
255,"2,3-butanediol",sspA,sspA::kan,0.21298962006083041,0.05559934067372913,0.032100294304743225
126,"2,3-butanediol",metJ_relA_clsA,ΔmetJ ΔrelA clsA::kan,0.2448999319297939,0.39395706740725506,0.22745121891673425
6,"2,3-butanediol",23BD6-1,23BD6-1,0.3748210081120244,0.06694822354364387,0.022316074514547955
47,"2,3-butanediol",MG1655,K-12 MG1655,0.01435003527464127,0.02303536769338725,0.0066497378693295695
69,"2,3-butanediol",acrB,acrB::kan,0.08736102345764518,0.0456150612118003,0.018622270759121942
229,"2,3-butanediol",relA_purT,ΔrelA purT::kan,0.024021315793502352,0.024727127427693608,0.014276213676665084
83,"2,3-butanediol",fabR,fabR::kan,0.0148811583254206,0.02842568445709299,0.011604737084873418
253,"2,3-butanediol",rzpD,rzpD::kan,0.03614648609464608,0.06260755043100895,0.03614648609464609
136,"2,3-butanediol",metJ_relA_yeaR,ΔmetJ ΔrelA yeaR::kan,0.08682201443879474,0.03666156635254833,0.021166565202557105
227,"2,3-butanediol",relA,relA::kan,0.0050093215975523875,0.012270281871506817,0.005009321597552388
85,"2,3-butanediol",fabR_yfgF,ΔfabR yfgF::kan,0.011634130853223136,0.02015090573968712,0.011634130853223134
7,"2,3-butanediol",23BD7-4,23BD7-4,0.5047883157669423,0.011362587698114397,0.003787529232704799
79,"2,3-butanediol",clsA,clsA::kan,0.017735544693259955,0.030718864508634824,0.01773554469325996
112,"2,3-butanediol",metJ,metJ::kan,0.1525623925050673,0.014569354485207991,0.0048564514950693305
134,"2,3-butanediol",metJ_relA_treR,ΔmetJ ΔrelA treR::kan,0.09539642949413851,0.02228184253676855,0.012864427786644176
114,"2,3-butanediol",metJ-lg,,0.09633588951266144,0.041642357259153155,0.024042226173262644
132,"2,3-butanediol",metJ_relA_treA,ΔmetJ ΔrelA treA::kan,0.14385368267541587,0.03003271025924152,0.01733939335266713
267,"2,3-butanediol",yfgF,yfgF::kan,0.027060918315921566,0.028890879470026838,0.011794652153635975
116,"2,3-butanediol",metJ-sm,,0.1262199237921072,0.01931571972331969,0.011151935981849988
118,"2,3-butanediol",metJ_acrB,ΔmetJ acrB::kan,0.20044252495072945,0.011287890647435489,0.004608262059758566
130,"2,3-butanediol",metJ_relA_rnb,ΔmetJ ΔrelA rnb::kan,0.10563503937620104,0.05084974079029561,0.029358111533499865
120,"2,3-butanediol",metJ_purT,ΔmetJ purT::kan,0.1111710495450739,0.06768621627892861,0.03907865518906666
122,"2,3-butanediol",metJ_relA,ΔmetJ relA::kan,0.05042652237627499,0.014818599192402979,0.008555522232747031
128,"2,3-butanediol",metJ_relA_purT,ΔmetJ ΔrelA purT::kan,0.11900387927368876,0.016607263841445535,0.00958820824936172
124,"2,3-butanediol",metJ_relA_acrB,ΔmetJ ΔrelA acrB::kan,0.062095808731033215,0.027311771367873827,0.01576845855128747
258,"2,3-butanediol",treA,treA::kan,0.05115646464046331,0.046060675837402434,0.02659314359378039
193,HMDA,proV_ptsP_wbbK,ΔproV ΔptsP wbbK::kan,0.19310688744662596,0.04673329260857493,0.0190787868151982
169,HMDA,proV,proV::kan,0.3138670010026794,0.2335565931053482,0.07785219770178274
191,HMDA,proV_ptsP_nagC,ΔproV ΔptsP nagC::kan,0.2736411007161681,0.04004342841686602,0.023119084175753108
189,HMDA,proV_ptsP_mpl,ΔproV ΔptsP mpl::kan,0.306072249268482,0.003285018735092851,0.0018966064509988215
187,HMDA,proV_ptsP,ΔproV ptsP::kan,0.16335175969877627,0.04266151426100637,0.014220504753668789
186,HMDA,proV_nagC_ptsP,,0.18239175969539503,0.07891544927676032,0.04556185588315783
184,HMDA,proV_nagC,ΔproV nagC::kan,0.06607823388013973,0.06728627442642905,0.027469506506272008
180,HMDA,proV_cspC_ybeX_mpl,ΔproV ΔcspC ΔybeX mpl::kan,0.35173190415273625,0.016644928501219132,0.00960995395082094
178,HMDA,proV_cspC_ybeX,ΔproV ΔcspC ybeX::kan,0.27668286315677854,0.04343200755072122,0.025075481250854757
176,HMDA,proV_cspC_mpl,ΔproV ΔcspC mpl::kan,0.24765762770157881,0.017759942838561554,0.01025370777863588
174,HMDA,proV_cspC,ΔproV cspC::kan,0.1353172708239786,0.0767897329187026,0.04433457297161242
137,HMDA,mpl,ΔproV mpl::kan,0.13061958935674145,0.010431075793936788,0.006022384417566794
152,HMDA,nusA_sspA_ybeX_mpl,ΔproV sspA* nusA* ΔybeX mpl::kan,0.4097373989093429,0.03720243763260097,0.021478837381692435
150,HMDA,nusA_sspA_ybeX,ΔproV sspA* nusA* ybeX::kan,0.2920102613974134,0.031418926454870495,0.018139725646368537
148,HMDA,nusA_sspA_mpl,ΔproV sspA* nusA* mpl::kan,0.34086042728967386,0.02665899892741209,0.015391580207067317
195,HMDA,proV_ptsP_ybeX,ΔproV ΔptsP ybeX::kan,0.242699369991738,0.030993048119741136,0.017893844674939572
146,HMDA,nusA_sspA,ΔproV nusA* sspA*,0.31726649062526596,0.06435590654597514,0.03715589996826115
197,HMDA,proV_ptsP_ybeX_mpl,ΔproV ΔptsP ΔybeX mpl::kan,0.3399909751991122,0.012003216858305505,0.006930060484284138
214,HMDA,ptsP,ptsP::kan,0.17996497021448854,0.031490931912152374,0.012856119118250117
205,HMDA,proV_sspA,ΔproV sspA*,0.27145581821804726,0.0084780173771338,0.0048947856148825256
274,HMDA,ygaC_ybeX_mpl,ΔproV ygaC* ΔybeX mpl::kan,0.35612041671191963,0.04773400255612914,0.027559239225279444
272,HMDA,ygaC_ybeX,ΔproV ygaC* ybeX::kan,0.39050090435282464,0.008539555661277645,0.004930314759798441
270,HMDA,ygaC_mpl,ΔproV ygaC* mpl::kan,0.2594109423923799,0.008948178697073166,0.005166233379512068
268,HMDA,ygaC,ΔproV ygaC*,0.25612616632606117,0.004956000497705342,0.0028613482214540987
261,HMDA,ybeX,ΔproV ybeX::kan,0.17062587653938524,0.004877867328770675,0.0028162380153370302
35,HMDA,HMDA1-10,HMDA1-10,0.40728465708268957,0.021737525635883957,0.008874307679764023
36,HMDA,HMDA3-5,HMDA3-5,0.6480884316170173,0.032654843600594945,0.013331284075307705
37,HMDA,HMDA5-4,HMDA5-4,0.7316440435857502,0.06911982728091344,0.028218051324590397
38,HMDA,HMDA7-1,HMDA7-1,0.4055607545958753,0.019561751125689163,0.005646991139118551
199,HMDA,proV_rpsG1,ΔproV rpsG1*,0.2707557621109337,0.001406189599287137,0.0008118639436800806
251,HMDA,rpsG1_ybeX_mpl,ΔproV rpsG1* ΔybeX mpl::kan,0.31482755807471835,0.0066246422906549125,0.003824739009794593
48,HMDA,MG1655,K-12 MG1655,0.22226807641275453,0.23146564492546592,0.05976417253436592
249,HMDA,rpsG1_ybeX,ΔproV rpsG1* ybeX::kan,0.27967381857755,0.009482712902964959,0.005474846847174757
247,HMDA,rpsG1_mreB_ybeX_mpl,ΔproV rpsG1* mreB* ΔybeX mpl::kan,0.40417668669060464,0.014117393161884956,0.008150680742270062
259,HMDA,wbbK,wbbK::kan,0.10680172407297338,0.025080161115179363,0.010238932899830229
241,HMDA,rpsG1_mreB,ΔproV rpsG1* mreB*,0.3544968540394686,0.00420263170155082,0.002426390544195221
245,HMDA,rpsG1_mreB_ybeX,ΔproV rpsG1* mreB* ybeX::kan,0.4183975737935559,0.00771704004635397,0.004455435148109587
206,HMDA,proV_sspA_nusA,,0.2894326820190036,0.007476491369543419,0.004316554304799807
207,HMDA,proV_wbbK,ΔproV wbbK::kan,0.11952610167970291,0.04548119302269382,0.01856761929977173
66,HMDA,PUTR8-10,PUTR8-10,0.401926079846032,0.012229588925273593,0.007060756458085175
61,HMDA,PUTR3-1,PUTR3-1,0.46116051999830554,0.006394140668398607,0.0036916588361362696
237,HMDA,rpsG1,rpsG1*,0.23685237188995842,0.014007347576685116,0.005718475702114834
239,HMDA,rpsG1_mpl,ΔproV rpsG1* mpl::kan,0.28673109336263286,0.019997922089708582,0.011545805701726414
243,HMDA,rpsG1_mreB_mpl,ΔproV rpsG1* mreB* mpl::kan,0.3186105165763488,0.009582579481768787,0.0055325048433301945
91,adipate,kgtP,kgtP::kan,0.22487029378825416,0.0041428912876233836,0.002391899400132716
17,adipate,ADIP8-3,ADIP8-3,0.2080160782395846,0.004183592076970463,0.0024153980118184824
263,adipate,ybjL,ybjL::kan,0.19478006302770287,0.004518247005976268,0.002608611125165619
16,adipate,ADIP7-5,,0.2137071519658541,0.06929986986500929,0.04900240791689334
15,adipate,ADIP7-2,,0.19944944995856884,0.07264570015774201,0.05136826720558402
93,adipate,kgtP_proV,ΔkgtP proV::kan,0.26239687872346235,0.007265094506669921,0.004194504269113951
13,adipate,ADIP4-8,ADIP4-8,0.3509264418685594,0.00569545369674571,0.0032882717249731854
12,adipate,ADIP4-1,,0.19784571803834472,0.008763982059942036,0.006197071144782261
11,adipate,ADIP3-8,,0.3055597539642338,0.009476690452537032,0.006701032082194747
10,adipate,ADIP3-4,,0.3398057209024733,0.0496228756008844,0.03508867183936183
9,adipate,ADIP3-2,,0.30992146287620076,0.004266153280960141,0.0030166259145481544
170,adipate,proV,proV::kan,0.1530910618634752,0.002828108938323275,0.0016328094568385297
99,adipate,kgtP_ybjL,ΔkgtP ybjL::kan,0.2289466403537085,0.0066888962922323335,0.003861836074901828
49,adipate,MG1655,K-12 MG1655,0.1884660008610459,0.03021307543142604,0.017443527233380295
97,adipate,kgtP_sspA,ΔkgtP sspA::kan,0.16383089989697905,0.056038327452956005,0.032353743439900544
8,adipate,ADIP1-9,ADIP1-9,0.28407075897680273,0.010552606509213606,0.006092550208746673
95,adipate,kgtP_proV_ybjL,ΔkgtP ΔproV ybjL::kan,0.2979733420995893,0.034363392956180176,0.019839714173519516
14,adipate,ADIP6-3,ADIP6-3,0.3107015011360059,0.008136596262800031,0.004697666042614901
20,butanol,BUT7-7,BUT7-7,0.625432289530136,0.011800881565098134,0.0068132421482843
18,butanol,BUT1-2,BUT1-2,0.5659401193654331,0.003686773222267731,0.0021285595123173785
19,butanol,BUT3-6,BUT3-6,0.49159374976810605,0.021221495582595982,0.012252236187218244
21,butanol,BUT9-7,BUT9-7,0.5661800163313621,0.022574147516872187,0.013033190145592479
80,butanol,cspC,cspC::kan,0.4701999389091928,0.010746165514046328,0.006204301552290921
105,butanol,marC_rob_yobF,ΔmarC Δrob yobF::kan,0.4540117621547042,0.010459158122613403,0.006038597757587709
277,butanol,yobF,yobF::kan,0.42462564682203724,0.01575702134364489,0.009097320514380057
282,butanol,ypjA_mprA_nadR_yhjK,ΔypjA ΔmprA ΔnadR yhjK::kan,0.16573756515902907,0.14749770942310791,0.08515784224028455
